VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
6673,2,355,0,99354.0,2018,41,114,1,2,25.0,0.0,8.0,337281899,117,12,53005010203.0
7302,36,28,0,98226.0,2024,17,155,1,0,33.0,0.0,40.0,261508894,398,74,53073000804.0
1205,30,261,0,98272.0,2018,8,159,1,0,53.0,0.0,39.0,157353248,228,72,53061052206.0
5026,30,243,0,98271.0,2018,39,99,0,0,238.0,0.0,38.0,256156820,262,72,53061940001.0
4263,16,138,0,98024.0,2020,39,97,0,0,322.0,0.0,5.0,1997243,222,73,53033032603.0
5337,26,210,0,98439.0,2024,35,42,0,1,0.0,0.0,28.0,267126443,407,73,53053072000.0
1908,22,386,0,98584.0,2018,31,92,0,0,151.0,0.0,35.0,167316950,520,22,53045961102.0
4036,16,477,0,98072.0,2023,5,163,1,0,30.0,0.0,45.0,228745891,259,73,53033032311.0
9817,26,207,0,98391.0,2024,2,150,0,1,0.0,0.0,31.0,264609775,263,73,53053070314.0
4173,16,350,0,98053.0,2018,39,97,0,0,215.0,0.0,45.0,205909784,238,73,53033032328.0
5342,16,436,0,98168.0,2024,35,42,0,1,0.0,0.0,11.0,267283299,338,57,53033026400.0
10837,30,35,0,98012.0,2017,5,77,1,0,97.0,0.0,21.0,112550595,281,72,53061051921.0
6057,30,35,0,98021.0,2022,39,100,0,1,0.0,0.0,1.0,273735640,268,72,53061051937.0
5673,30,230,0,98036.0,2024,35,123,0,1,0.0,0.0,32.0,268660395,309,72,53061051402.0
5287,28,380,0,98284.0,2020,39,100,0,0,291.0,0.0,40.0,137177624,293,72,53057950803.0
12423,30,119,0,98020.0,2016,44,166,1,2,13.0,0.0,32.0,201316944,360,72,53061050700.0
4275,38,460,0,98951.0,2022,39,97,0,1,0.0,0.0,15.0,218072431,172,64,53077002202.0
12265,16,19,0,98001.0,2019,43,38,0,0,125.0,0.0,30.0,477864152,287,73,53033030404.0
7804,26,188,0,98433.0,2021,17,84,0,1,0.0,0.0,28.0,271702049,430,73,53053072903.0
4106,30,230,0,98087.0,2023,39,97,0,1,0.0,0.0,21.0,244370115,305,72,53061041816.0
1797,4,383,0,98382.0,2015,31,92,0,0,84.0,0.0,24.0,141561871,519,35,53009001902.0
4249,16,113,0,98019.0,2022,39,97,0,1,0.0,0.0,45.0,202910291,230,73,53033032402.0
5341,16,436,0,98168.0,2024,35,42,0,1,0.0,0.0,11.0,269423724,338,57,53033026400.0
13144,30,257,0,98012.0,2023,44,166,1,0,32.0,0.0,44.0,262954408,281,72,53061052005.0
6073,16,187,0,98027.0,2022,39,100,0,1,0.0,0.0,5.0,208050020,239,73,53033032102.0
5368,5,356,0,98642.0,2022,35,124,0,1,0.0,0.0,18.0,223658557,467,36,53011040303.0
6002,30,230,0,98036.0,2023,39,100,0,1,0.0,0.0,1.0,240396411,309,72,53061051931.0
1304,37,340,0,99163.0,2018,8,159,1,0,53.0,0.0,9.0,262304087,16,0,53075000201.0
8200,16,373,0,98029.0,2024,20,53,0,1,0.0,0.0,5.0,272627757,234,73,53033032222.0
4564,26,207,0,98391.0,2018,39,98,0,0,249.0,0.0,31.0,187499322,263,73,53053070315.0
5656,22,164,0,98546.0,2023,35,123,0,1,0.0,0.0,35.0,255354347,482,22,53045961200.0
5946,30,230,0,98037.0,2024,39,100,0,1,0.0,0.0,32.0,267011083,304,72,53061051802.0
6958,26,153,0,98335.0,2023,41,23,0,1,0.0,0.0,26.0,260840814,423,19,53053072408.0
5998,30,257,0,98012.0,2023,39,100,0,1,0.0,0.0,44.0,228310176,281,72,53061052005.0
6038,16,377,0,98102.0,2023,39,100,0,1,0.0,0.0,43.0,257484874,331,57,53033007501.0
527,26,34,0,98391.0,2024,13,58,0,1,0.0,0.0,31.0,276158956,263,73,53053070208.0
844,31,406,0,99205.0,2017,8,21,0,0,238.0,0.0,3.0,349620715,46,61,53063002000.0
570,30,395,0,98290.0,2023,13,153,0,1,0.0,0.0,44.0,244872561,250,72,53061052401.0
4297,16,351,0,98059.0,2020,39,97,0,0,308.0,0.0,5.0,244780161,260,73,53033031913.0
6079,26,422,0,98445.0,2024,39,100,0,1,0.0,0.0,29.0,265438498,371,19,53053071412.0
6037,36,28,0,98229.0,2022,39,100,0,1,0.0,0.0,40.0,209586912,384,74,53073000803.0
1833,16,452,0,98070.0,2015,31,92,0,0,84.0,0.0,34.0,204078003,385,73,53033027701.0
4246,16,477,0,98072.0,2019,39,97,0,0,220.0,0.0,45.0,478324570,259,73,53033032311.0
6034,16,55,0,98014.0,2023,39,100,0,1,0.0,0.0,5.0,232604081,223,73,53033032500.0
5284,28,11,0,98221.0,2021,39,100,0,1,0.0,0.0,40.0,156703249,433,72,53057940301.0
762,4,383,0,98382.0,2023,8,21,0,1,0.0,0.0,24.0,227235361,519,35,53009001800.0
6432,16,32,0,98042.0,2024,26,36,1,2,26.0,0.0,47.0,258153003,249,73,53033031605.0
133,30,119,0,98020.0,2024,19,68,1,2,25.0,0.0,32.0,272876887,360,72,53061050800.0
4032,26,153,0,98332.0,2022,5,163,1,0,30.0,0.0,26.0,193974763,424,19,53053072509.0
4088,16,350,0,98052.0,2023,39,97,0,1,0.0,0.0,48.0,240053460,257,73,53033022803.0
6071,31,406,0,99208.0,2024,39,100,0,1,0.0,0.0,3.0,269707504,45,2,53063000201.0
10459,16,377,0,98109.0,2025,5,88,0,1,0.0,0.0,36.0,276826896,345,57,53033007203.0
4036,31,406,0,99203.0,2023,5,163,1,0,30.0,0.0,6.0,219936580,38,61,53063004300.0
6003,30,261,0,98272.0,2024,39,100,0,1,0.0,0.0,39.0,264980803,228,31,53061052207.0
11113,26,422,0,98402.0,2024,5,78,0,1,0.0,0.0,27.0,265715586,380,19,53053060200.0
6558,28,266,0,98274.0,2023,31,15,0,1,0.0,0.0,10.0,267189667,330,72,53057951200.0
4310,16,351,0,98058.0,2021,39,97,0,1,0.0,0.0,11.0,221492596,248,73,53033031910.0
4225,31,406,0,99203.0,2022,39,97,0,1,0.0,0.0,6.0,204881589,38,61,53063004200.0
11883,26,422,0,98404.0,2017,33,27,1,2,14.0,0.0,27.0,122436534,375,19,53053940006.0
1797,26,422,0,98444.0,2015,31,92,0,0,84.0,0.0,29.0,3892696,378,16,53053071706.0
3424,26,34,0,98391.0,2024,16,115,0,1,0.0,0.0,31.0,274809958,263,73,53053070208.0
8801,16,27,0,98007.0,2023,20,148,1,0,34.0,0.0,48.0,241667828,253,73,53033023000.0
555,30,134,0,98201.0,2023,13,153,0,1,0.0,0.0,38.0,251225908,279,72,53061040700.0
8437,30,395,0,98296.0,2022,20,103,0,1,0.0,0.0,1.0,183389874,258,72,53061052114.0
5019,16,477,0,98072.0,2017,39,99,0,0,200.0,0.0,45.0,213295645,259,73,53033032326.0
947,31,407,0,99216.0,2021,8,21,0,1,0.0,0.0,4.0,151086099,18,2,53063011400.0
5946,30,230,0,98087.0,2024,39,100,0,1,0.0,0.0,21.0,262729834,305,72,53061041816.0
4225,16,377,0,98168.0,2022,39,97,0,1,0.0,0.0,33.0,270162875,338,57,53033028100.0
458,16,27,0,98005.0,2022,13,51,1,0,38.0,0.0,41.0,229858639,261,73,53033023801.0
6018,36,229,0,98264.0,2023,39,100,0,1,0.0,0.0,42.0,252266668,383,74,53073010202.0
5826,31,407,0,99016.0,2022,39,99,0,1,0.0,0.0,4.0,195082142,15,2,53063013003.0
2505,2,355,0,99354.0,2021,9,110,1,0,32.0,0.0,8.0,144658125,117,12,53005010201.0
5998,16,477,0,98072.0,2023,39,100,0,1,0.0,0.0,45.0,230963960,259,73,53033032321.0
8845,28,266,0,98273.0,2025,20,148,1,0,34.0,0.0,40.0,276331198,340,72,53057952304.0
1097,19,398,0,98672.0,2014,8,159,1,0,38.0,0.0,14.0,228830843,208,43,53039950302.0
4199,16,194,0,98032.0,2020,39,97,0,0,322.0,0.0,33.0,1872566,291,73,53033029205.0
11935,30,35,0,98012.0,2019,33,27,1,2,13.0,0.0,1.0,256083747,281,72,53061052107.0
676,12,264,0,98837.0,2023,13,58,0,1,0.0,0.0,13.0,264938691,119,71,53025011002.0
1619,26,153,0,98335.0,2023,7,93,0,1,0.0,0.0,26.0,253378660,423,19,53053072407.0
5915,16,130,0,98022.0,2024,39,99,0,1,0.0,0.0,31.0,271737980,232,73,53033031302.0
6039,36,28,0,98226.0,2024,39,100,0,1,0.0,0.0,42.0,272068688,398,74,53073000102.0
5983,30,35,0,98021.0,2024,39,100,0,1,0.0,0.0,1.0,267207279,268,72,53061051917.0
897,16,477,0,98072.0,2021,8,21,0,1,0.0,0.0,45.0,152314956,259,73,53033032326.0
6184,36,28,0,98229.0,2023,29,109,1,0,38.0,0.0,40.0,233835927,384,74,53073000700.0
4465,33,298,0,98501.0,2013,39,98,0,0,208.0,69900.0,22.0,155931534,492,72,53067010700.0
668,36,28,0,98229.0,2023,13,58,0,1,0.0,0.0,40.0,261679750,384,74,53073000700.0
6073,16,19,0,98001.0,2022,39,100,0,1,0.0,0.0,30.0,195374126,287,73,53033030406.0
521,35,456,0,99361.0,2024,13,58,0,1,0.0,0.0,16.0,269740684,79,64,53071920100.0
9713,24,421,0,98640.0,2024,2,122,0,1,0.0,0.0,19.0,251350095,547,47,53049950801.0
2408,16,351,0,98058.0,2018,9,110,1,0,33.0,0.0,11.0,127781377,248,73,53033031911.0
5938,26,153,0,98335.0,2024,39,100,0,1,0.0,0.0,26.0,262515914,423,19,53053072408.0
27,17,390,0,98315.0,2022,19,161,1,2,21.0,0.0,23.0,218322849,464,72,53035090300.0
133,14,289,0,98277.0,2024,19,68,1,2,25.0,0.0,10.0,273530008,445,72,53029970300.0
7629,16,377,0,98102.0,2023,17,85,0,1,0.0,0.0,43.0,236626414,331,57,53033006600.0
2092,30,261,0,98272.0,2023,31,92,0,1,0.0,0.0,39.0,238572666,228,31,53061053801.0
4115,22,424,0,98588.0,2023,39,97,0,1,0.0,0.0,35.0,224456585,513,22,53045960301.0
982,33,298,0,98506.0,2021,8,21,0,1,0.0,0.0,22.0,264492707,490,72,53067012100.0
900,16,351,0,98058.0,2019,8,21,0,0,238.0,0.0,11.0,253775973,248,73,53033031911.0
12156,34,166,0,98621.0,2021,43,83,0,1,0.0,0.0,19.0,277760836,532,46,53069950100.0
1930,36,28,0,98229.0,2019,31,92,0,0,150.0,0.0,40.0,215099720,384,74,53073000902.0
466,16,351,0,98058.0,2022,13,51,1,0,38.0,0.0,11.0,209561796,248,73,53033031909.0
273,16,377,0,98104.0,2015,13,60,0,0,76.0,0.0,37.0,277518006,335,57,53033009300.0
4259,33,298,0,98506.0,2024,39,97,0,1,0.0,0.0,22.0,273921448,490,72,53067012211.0
4309,30,119,0,98026.0,2020,39,97,0,0,308.0,0.0,21.0,153939747,325,72,53061050300.0
5918,16,238,0,98038.0,2024,39,99,0,1,0.0,0.0,5.0,269431809,241,73,53033032011.0
6066,10,319,0,99301.0,2023,39,100,0,1,0.0,0.0,9.0,254104903,112,39,53021020607.0
7111,16,377,0,98101.0,2024,41,129,1,0,42.0,0.0,43.0,270046493,342,57,53033007302.0
1960,36,28,0,98229.0,2016,31,92,0,0,84.0,0.0,40.0,154592378,384,74,53073000805.0
4299,26,422,0,98407.0,2022,39,97,0,1,0.0,0.0,27.0,185963249,401,19,53053060300.0
1955,30,119,0,98026.0,2022,31,92,0,1,0.0,0.0,21.0,198761090,325,72,53061051601.0
3092,30,257,0,98012.0,2024,13,101,0,1,0.0,0.0,44.0,274168240,281,72,53061052005.0
3456,30,134,0,98208.0,2023,5,0,1,2,20.0,0.0,21.0,224207168,269,72,53061041701.0
5664,17,20,0,98110.0,2023,35,123,0,1,0.0,0.0,23.0,251233286,405,72,53035090700.0
6019,30,119,0,98026.0,2024,39,100,0,1,0.0,0.0,21.0,265928064,325,72,53061050300.0
1130,28,266,0,98274.0,2017,8,159,1,0,53.0,0.0,10.0,265067932,330,72,53057951200.0
8267,26,118,0,98372.0,2022,20,53,0,1,0.0,0.0,31.0,195240979,306,73,53053073501.0
8503,26,44,0,98321.0,2020,20,103,0,0,239.0,0.0,31.0,144236746,236,73,53053070309.0
4994,31,406,0,99223.0,2016,39,99,0,0,200.0,0.0,6.0,151520883,32,61,53063004900.0
6485,36,28,0,98225.0,2012,31,92,0,0,73.0,0.0,42.0,277295294,387,74,53073000402.0
4117,16,373,0,98029.0,2025,39,97,0,1,0.0,0.0,5.0,276211148,234,73,53033032222.0
5997,30,35,0,98021.0,2022,39,100,0,1,0.0,0.0,1.0,205862562,268,72,53061051938.0
5672,30,35,0,98021.0,2023,35,123,0,1,0.0,0.0,1.0,261322351,268,72,53061051937.0
8700,17,331,0,98367.0,2023,20,103,0,1,0.0,0.0,26.0,224319336,457,72,53035092101.0
985,26,341,0,98372.0,2019,8,21,0,0,238.0,0.0,25.0,322531387,306,73,53053073406.0
2438,26,422,0,98405.0,2020,9,110,1,0,32.0,0.0,27.0,121996486,391,19,53053061200.0
6017,26,153,0,98335.0,2022,39,100,0,1,0.0,0.0,26.0,193611792,423,19,53053072407.0
5827,16,477,0,98072.0,2023,39,99,0,1,0.0,0.0,45.0,262784014,259,73,53033032307.0
1960,31,280,0,99026.0,2016,31,92,0,0,84.0,0.0,7.0,223928673,50,2,53063010404.0
988,16,351,0,98059.0,2022,8,20,0,1,0.0,0.0,11.0,272052889,260,73,53033025104.0
1978,30,395,0,98296.0,2016,31,92,0,0,84.0,0.0,44.0,138974167,258,72,53061052120.0
4217,16,194,0,98042.0,2022,39,97,0,1,0.0,0.0,47.0,250937872,249,73,53033031800.0
4232,31,278,0,99025.0,2021,39,97,0,1,0.0,0.0,4.0,175974452,4,2,53063013201.0
4232,26,153,0,98335.0,2021,39,97,0,1,0.0,0.0,26.0,161560570,423,19,53053072407.0
6081,30,395,0,98296.0,2022,39,100,0,1,0.0,0.0,1.0,195100055,258,72,53061052112.0
8765,16,27,0,98004.0,2016,20,144,0,0,93.0,31950.0,41.0,6009664,270,73,53033023801.0
4122,2,355,0,99352.0,2021,39,97,0,1,0.0,0.0,8.0,273468877,118,12,53005010820.0
8132,26,402,0,98373.0,2024,20,54,0,1,0.0,0.0,25.0,272886246,312,73,53053071304.0
6018,26,422,0,98407.0,2023,39,100,0,1,0.0,0.0,27.0,251862880,401,19,53053060300.0
3093,14,51,0,98282.0,2021,13,101,0,1,0.0,0.0,10.0,156612081,366,31,53029971600.0
2285,2,193,0,99337.0,2024,43,83,0,1,0.0,0.0,8.0,270058995,115,34,53005011505.0
4093,26,306,0,98360.0,2019,39,97,0,0,220.0,0.0,2.0,259150832,275,73,53053070404.0
12197,30,261,0,98272.0,2016,43,38,0,0,83.0,0.0,39.0,317896624,228,72,53061052203.0
1286,22,26,0,98528.0,2013,8,159,1,0,38.0,0.0,35.0,243088653,483,22,53045960302.0
334,33,298,0,98502.0,2016,13,25,1,2,19.0,0.0,22.0,189162872,501,72,53067012002.0
6910,14,92,0,98239.0,2021,41,129,1,0,42.0,0.0,10.0,176423054,458,72,53029971000.0
4790,30,395,0,98296.0,2015,39,98,0,0,208.0,0.0,1.0,209826312,258,72,53061052113.0
5282,14,76,0,98236.0,2021,39,100,0,1,0.0,0.0,10.0,180630810,351,72,53029972000.0
4088,16,351,0,98058.0,2023,39,97,0,1,0.0,0.0,11.0,241745962,248,73,53033031911.0
6817,14,289,0,98277.0,2024,23,104,1,0,37.0,0.0,10.0,257405298,445,72,53029970401.0
6022,26,422,0,98404.0,2023,39,100,0,1,0.0,0.0,27.0,255445011,375,19,53053062300.0
5281,8,114,0,98802.0,2020,39,100,0,0,291.0,0.0,12.0,255086569,164,67,53017950300.0
9891,16,350,0,98052.0,2020,2,120,1,2,20.0,0.0,45.0,102074899,257,73,53033032321.0
7371,30,230,0,98087.0,2021,17,91,0,1,0.0,0.0,21.0,271045680,305,72,53061051803.0
5278,36,28,0,98229.0,2021,39,100,0,1,0.0,0.0,40.0,128783763,384,74,53073000902.0
4249,16,194,0,98030.0,2022,39,97,0,1,0.0,0.0,47.0,233811854,274,73,53033029508.0
4522,30,35,0,98021.0,2018,39,98,0,0,249.0,0.0,1.0,211026938,268,72,53061051937.0
1829,16,192,0,98028.0,2015,31,92,0,0,84.0,0.0,46.0,188018435,296,73,53033021701.0
4111,26,422,0,98409.0,2019,39,97,0,0,220.0,0.0,29.0,322306820,389,19,53053062901.0
2265,28,380,0,98284.0,2023,43,83,0,1,0.0,0.0,39.0,259702229,293,72,53057950900.0
11821,16,377,0,98122.0,2022,33,151,0,1,0.0,0.0,37.0,202218761,320,57,53033007800.0
5663,16,187,0,98029.0,2024,35,123,0,1,0.0,0.0,5.0,267069778,234,73,53033032221.0
4929,10,319,0,99301.0,2017,39,99,0,0,200.0,0.0,16.0,264420600,112,39,53021020402.0
12202,30,261,0,98272.0,2015,43,38,0,0,83.0,0.0,39.0,209783514,228,72,53061052208.0
6038,27,148,0,98250.0,2023,39,100,0,1,0.0,0.0,40.0,228374394,510,26,53055960302.0
10691,30,134,0,98204.0,2018,5,3,1,2,16.0,52650.0,21.0,262928046,302,72,53061041812.0
7580,26,404,0,98387.0,2024,17,85,0,1,0.0,0.0,2.0,269810047,373,19,53053071415.0
5264,16,373,0,98074.0,2021,39,100,0,1,0.0,0.0,45.0,170758122,235,73,53033032216.0
5363,16,436,0,98168.0,2023,35,42,0,1,0.0,0.0,11.0,245569355,338,57,53033026400.0
5923,30,134,0,98208.0,2025,39,100,0,1,0.0,0.0,44.0,273200728,269,72,53061052114.0
12247,16,351,0,98058.0,2016,43,38,0,0,83.0,0.0,11.0,245497374,248,73,53033031910.0
6467,4,383,0,98382.0,2012,31,92,0,0,73.0,0.0,24.0,281238835,519,35,53009001902.0
2269,16,350,0,98052.0,2023,43,83,0,1,0.0,0.0,48.0,261774635,257,73,53033022803.0
4254,32,448,0,99181.0,2019,39,97,0,0,220.0,0.0,7.0,230000739,62,0,53065951100.0
6023,30,35,0,98012.0,2024,39,100,0,1,0.0,0.0,44.0,264412998,281,72,53061052010.0
4308,16,351,0,98058.0,2023,39,97,0,1,0.0,0.0,11.0,244410974,248,73,53033031911.0
2697,26,159,0,98338.0,2016,13,63,1,2,19.0,0.0,2.0,163569794,310,73,53053073118.0
2507,30,411,0,98292.0,2023,9,110,1,0,32.0,0.0,10.0,263017345,358,72,53061053202.0
6083,26,34,0,98391.0,2024,39,100,0,1,0.0,0.0,31.0,269555982,263,73,53053070313.0
12859,16,452,0,98070.0,2023,44,26,0,1,0.0,0.0,34.0,272134614,385,73,53033027701.0
794,12,131,0,98823.0,2020,8,21,0,0,259.0,0.0,13.0,9782692,131,71,53025010401.0
5952,16,350,0,98052.0,2022,39,100,0,1,0.0,0.0,48.0,217924969,257,73,53033022802.0
2338,30,269,0,98275.0,2020,9,110,1,0,32.0,0.0,21.0,161576068,308,72,53061041301.0
6039,26,418,0,98390.0,2024,39,100,0,1,0.0,0.0,31.0,264622942,295,73,53053073301.0
5660,16,477,0,98072.0,2023,35,123,0,1,0.0,0.0,45.0,260042100,259,73,53033032311.0
6932,30,134,0,98201.0,2023,38,141,0,1,0.0,0.0,38.0,269965181,279,72,53061040100.0
13431,16,27,0,98007.0,2025,44,165,1,0,35.0,0.0,48.0,275264965,253,73,53033023603.0
4205,2,193,0,99337.0,2018,39,97,0,0,215.0,0.0,8.0,275711285,115,34,53005011506.0
2744,26,402,0,98374.0,2015,13,63,1,2,19.0,0.0,2.0,216604447,303,19,53053073129.0
668,16,350,0,98053.0,2023,13,58,0,1,0.0,0.0,45.0,255142191,238,73,53033032328.0
5484,26,370,0,98407.0,2024,39,37,0,1,0.0,0.0,27.0,267439826,401,50,53053060300.0
6082,26,422,0,98404.0,2023,39,100,0,1,0.0,0.0,27.0,255228585,375,19,53053062400.0
4261,30,230,0,98037.0,2018,39,97,0,0,215.0,0.0,21.0,476502442,304,72,53061051601.0
6026,16,351,0,98056.0,2023,39,100,0,1,0.0,0.0,11.0,257761619,266,73,53033025500.0
4169,16,27,0,98007.0,2023,39,97,0,1,0.0,0.0,48.0,269365477,253,73,53033023201.0
4157,26,422,0,98407.0,2020,39,97,0,0,266.0,0.0,27.0,264766141,401,19,53053060903.0
12932,16,55,0,98014.0,2021,44,164,0,1,0.0,0.0,5.0,167192322,223,73,53033032402.0
4034,16,477,0,98072.0,2021,5,163,1,0,30.0,0.0,45.0,138257717,259,73,53033021906.0
4185,36,28,0,98226.0,2022,39,97,0,1,0.0,0.0,42.0,213357042,398,74,53073000102.0
4133,16,377,0,98168.0,2023,39,97,0,1,0.0,0.0,33.0,271854677,338,73,53033028100.0
4107,30,257,0,98012.0,2024,39,97,0,1,0.0,0.0,44.0,271813447,281,72,53061052004.0
1701,38,482,0,98901.0,2024,7,93,0,1,0.0,0.0,15.0,273186252,176,64,53077001602.0
6026,16,194,0,98030.0,2023,39,100,0,1,0.0,0.0,47.0,240287666,274,73,53033029508.0
4771,16,377,0,98102.0,2014,39,98,0,0,208.0,69900.0,43.0,216711554,331,57,53033006600.0
4098,16,27,0,98005.0,2024,39,97,0,1,0.0,0.0,48.0,263073807,261,73,53033023603.0
1715,16,477,0,98072.0,2024,7,93,0,1,0.0,0.0,45.0,260198739,259,73,53033032311.0
944,26,153,0,98335.0,2023,8,20,0,1,0.0,0.0,26.0,260661313,423,19,53053072407.0
5252,17,333,0,98370.0,2021,39,100,0,1,0.0,0.0,23.0,145594634,444,72,53035090201.0
6021,26,422,0,98407.0,2022,39,100,0,1,0.0,0.0,27.0,220249536,401,19,53053060400.0
6038,3,64,0,98816.0,2023,39,100,0,1,0.0,0.0,12.0,253602184,151,66,53007960301.0
4249,26,368,0,98580.0,2022,39,97,0,1,0.0,0.0,2.0,193964424,413,19,53053073001.0
7470,16,477,0,98072.0,2022,17,85,0,1,0.0,0.0,45.0,270884379,259,73,53033032307.0
4205,36,28,0,98225.0,2018,39,97,0,0,215.0,0.0,42.0,273580289,387,74,53073000401.0
5433,16,238,0,98038.0,2024,35,124,0,1,0.0,0.0,5.0,265292674,241,73,53033032011.0
5945,30,230,0,98036.0,2023,39,100,0,1,0.0,0.0,32.0,251509233,309,72,53061051702.0
10595,5,450,0,98661.0,2021,5,0,1,2,20.0,0.0,49.0,264272998,438,65,53011042601.0
5946,30,230,0,98037.0,2024,39,100,0,1,0.0,0.0,32.0,271735292,304,72,53061051602.0
705,26,402,0,98373.0,2023,13,58,0,1,0.0,0.0,25.0,254721456,312,73,53053071304.0
1013,26,142,0,98424.0,2013,8,159,1,0,38.0,0.0,25.0,186358672,350,19,53053940002.0
9667,30,261,0,98272.0,2024,2,122,0,1,0.0,0.0,39.0,257029685,228,31,53061052207.0
4262,26,207,0,98391.0,2019,39,97,0,0,220.0,0.0,31.0,477830426,263,73,53053070313.0
763,36,28,0,98229.0,2017,8,21,0,0,238.0,0.0,40.0,132661315,384,74,53073000803.0
120,26,341,0,98372.0,2024,19,161,1,2,21.0,0.0,25.0,261960457,306,73,53053073406.0
6732,26,341,0,98374.0,2023,23,134,0,1,0.0,0.0,25.0,259044558,303,73,53053073122.0
4566,16,477,0,98072.0,2020,39,98,0,0,330.0,0.0,45.0,4987118,259,73,53033032326.0
30,26,422,0,98446.0,2022,19,161,1,2,21.0,0.0,25.0,212145692,361,19,53053071305.0
6051,17,390,0,98383.0,2024,39,100,0,1,0.0,0.0,23.0,267186482,461,72,53035091206.0
5276,33,298,0,98516.0,2021,39,100,0,1,0.0,0.0,22.0,144457050,470,72,53067012225.0
6988,12,344,0,98848.0,2024,41,129,1,0,42.0,0.0,13.0,262382137,141,71,53025010500.0
4089,30,261,0,98272.0,2024,39,97,0,1,0.0,0.0,39.0,267615897,228,72,53061052203.0
5895,2,193,0,99337.0,2023,39,99,0,1,0.0,0.0,8.0,259699044,115,34,53005011401.0
812,30,230,0,98087.0,2017,8,21,0,0,238.0,0.0,21.0,4845550,305,72,53061051804.0
10456,30,411,0,98292.0,2022,5,88,0,1,0.0,0.0,10.0,214933120,358,72,53061053202.0
5950,26,422,0,98422.0,2024,39,100,0,1,0.0,0.0,27.0,272771467,359,19,53053940008.0
4119,30,230,0,98087.0,2018,39,97,0,0,215.0,0.0,21.0,202899756,305,72,53061051804.0
4181,30,206,0,98258.0,2018,39,97,0,0,215.0,0.0,44.0,476140948,245,72,53061052506.0
6014,30,35,0,98021.0,2023,39,100,0,1,0.0,0.0,1.0,260711139,268,72,53061051932.0
4242,30,257,0,98012.0,2023,39,97,0,1,0.0,0.0,44.0,258892280,281,72,53061052004.0
2033,16,351,0,98058.0,2019,31,92,0,0,150.0,0.0,11.0,103327409,248,73,53033031911.0
7419,26,422,0,98465.0,2020,17,90,0,0,258.0,0.0,28.0,142039159,409,19,53053061001.0
11467,19,200,0,98628.0,2018,28,31,1,2,12.0,36800.0,14.0,256125404,199,43,53039950200.0
4684,30,243,0,98270.0,2024,39,98,0,1,0.0,0.0,44.0,270037302,264,72,53061052707.0
5766,16,350,0,98053.0,2023,39,99,0,1,0.0,0.0,45.0,269688856,238,73,53033032328.0
6673,16,19,0,98001.0,2018,41,114,1,2,25.0,0.0,30.0,475173569,287,73,53033030406.0
8139,31,406,0,99203.0,2024,20,54,0,1,0.0,0.0,6.0,273923408,38,61,53063004200.0
6944,26,118,0,98372.0,2023,38,141,0,1,0.0,0.0,31.0,253044277,306,73,53053073501.0
5925,26,422,0,98445.0,2023,39,100,0,1,0.0,0.0,29.0,249415946,371,15,53053071506.0
8902,26,341,0,98374.0,2023,20,143,1,0,32.0,0.0,25.0,255453677,303,73,53053071207.0
628,30,134,0,98201.0,2023,13,153,0,1,0.0,0.0,38.0,267357016,279,72,53061040700.0
850,26,422,0,98406.0,2018,8,21,0,0,238.0,0.0,27.0,475029782,404,19,53053060700.0
13086,26,402,0,98375.0,2023,44,166,1,0,32.0,0.0,2.0,224711539,317,19,53053073128.0
6455,16,452,0,98070.0,2024,31,15,0,1,0.0,0.0,34.0,272565912,385,73,53033027702.0
8758,33,203,0,98503.0,2016,20,144,0,0,93.0,31950.0,22.0,196263910,481,72,53067011300.0
4038,26,142,0,98424.0,2022,5,163,1,0,30.0,0.0,27.0,202037545,350,19,53053940002.0
6061,16,351,0,98059.0,2022,39,100,0,1,0.0,0.0,5.0,219060082,260,73,53033031904.0
4152,16,387,0,98133.0,2024,39,97,0,1,0.0,0.0,32.0,273472272,346,57,53033020900.0
12221,16,27,0,98007.0,2019,43,38,0,0,125.0,0.0,48.0,329057438,253,73,53033023000.0
5664,3,466,0,98801.0,2023,35,123,0,1,0.0,0.0,12.0,251393537,166,66,53007960700.0
797,16,377,0,98102.0,2023,8,21,0,1,0.0,0.0,43.0,251275328,331,57,53033007501.0
4124,26,422,0,98445.0,2023,39,97,0,1,0.0,0.0,29.0,270855994,371,15,53053071412.0
956,26,422,0,98418.0,2020,8,21,0,0,259.0,0.0,27.0,131363991,379,19,53053062501.0
6027,16,113,0,98019.0,2024,39,100,0,1,0.0,0.0,5.0,267869871,230,73,53033032401.0
4185,30,257,0,98012.0,2022,39,97,0,1,0.0,0.0,44.0,207153782,281,72,53061052006.0
660,26,317,0,98446.0,2024,13,58,0,1,0.0,0.0,29.0,267051739,361,19,53053071413.0
10431,14,147,0,98249.0,2017,2,10,1,2,16.0,0.0,10.0,136470316,406,72,53029971302.0
2602,36,226,0,98262.0,2013,11,1,0,0,87.0,0.0,42.0,139686074,455,70,53073010900.0
1041,26,422,0,98418.0,2013,8,159,1,0,38.0,0.0,27.0,212259799,379,19,53053061800.0
3097,2,355,0,99354.0,2021,13,101,0,1,0.0,0.0,8.0,154771200,117,12,53005010201.0
